OBJECTID_1,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,SHAPE_Length,SHAPE_Area
18203,4c07d11e-164c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5017,267026,Blackrock-Williamstown,267026008,267026008,A267026008,0,0,18203,2820.444815,218468.831
18204,4c07d11e-0c7d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27001,67017,Ballinasloe Urban,67017007,67017007,A067017007,0,0,18204,8944.66468,3354696.571
18205,4c07d11e-2bcb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5034,267064,Dalkey-Coliemore,267064001,267064001,A267064001,0,0,18205,1690.637801,145849.4499
18206,4c07d11e-25b5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5041,267082,Dundrum-Taney,267082005,267082005,A267082005,0,0,18206,1737.677976,87234.41292
18207,4c07d11e-259d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5063,267124,Stillorgan-Deerpark,267124005,267124005,A267124005,0,0,18207,2306.385554,200830.4443
18208,4c07d11e-3b06-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025009,167025009,A167025009,0,0,18208,720.0747477,29912.02201
18209,4c07d11e-3b07-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11008,167025,Donaghmore,167025010,167025010,A167025010,0,0,18209,630.1470149,22504.55182
18210,4c07d11e-3b08-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11011,167042,Kilbrew,167042004,167042004,A167042004,0,0,18210,929.1379141,51685.03698
18211,4c07d11e-3a72-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104009,267104009,A267104009,0,0,18211,754.3614119,28188.7155
18212,4c07d11e-3a83-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4038,267133,Swords-Lissenhall,267133014,267133014,A267133014,0,0,18212,737.119421,31295.76389
18213,4c07d11e-3a84-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4038,267133,Swords-Lissenhall,267133024,267133024,A267133024,0,0,18213,676.0815105,29954.02262
18214,4c07d11e-3a85-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4038,267133,Swords-Lissenhall,267133022,267133022,A267133022,0,0,18214,687.3942579,26315.46267
18215,4c07d11e-3c0a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2117,268096,Mansion House A,268096008,268096008,A268096008,0,0,18215,235.4560551,2304.863397
18216,4c07d11e-3c16-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2117,268096,Mansion House A,268096005,268096005,A268096005,0,0,18216,417.0181341,7575.536224
18217,4c07d11e-0ad0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3015,267100,Lucan-Esker,267100003,267100003,A267100003,0,0,18217,5538.305357,930236.335
18218,4c07d11e-04ff-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4039,267134,Swords-Seatown,267134012,267134012,A267134012,0,0,18218,3625.514188,702729.2145
18219,4c07d11d-f75f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27165,67071,Coos,67071001,67071001,A067071001,0,0,18219,33166.98011,35325976.62
18220,4c07d11e-30a5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5003,267010,Ballinteer-Marley,267010008,267010008,A267010008,0,0,18220,898.6782548,44218.08201
18221,4c07d11e-0da6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3020,267109,Palmerston West,267109005,267109005,A267109005,0,0,18221,9004.822637,1813418.056
18222,4c07d11e-0b1c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4016,267040,Castleknock-Knockmaroon,267040004,267040004,A267040004,0,0,18222,5760.856847,1489754.737
18223,4c07d11e-3c17-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2147,268143,South Dock,268143017,268143017,A268143017,0,0,18223,360.8456459,5545.153544
18224,4c07d11e-3c18-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2130,268115,Pembroke West A,268115010,268115010,A268115010,0,0,18224,343.6822521,6580.478709
18225,4c07d11e-3c19-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2130,268115,Pembroke West A,268115011,268115011,A268115011,0,0,18225,262.2710346,3572.243584
18226,4c07d11e-3c1a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2117,268096,Mansion House A,268096011,268096011,A268096011,0,0,18226,442.9035284,9934.709858
18227,4c07d11e-3c1b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2117,268096,Mansion House A,268096015,268096015,A268096015,0,0,18227,423.6836297,9670.982226
18228,4c07d11e-3c1c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2117,268096,Mansion House A,268096012,268096012,A268096012,0,0,18228,330.8731544,6056.739945
18229,4c07d11e-3c1d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2147,268143,South Dock,268143010,268143010,A268143010,0,0,18229,350.1074274,4400.401266
18230,4c07d11e-3c1e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2117,268096,Mansion House A,268096016,268096016,A268096016,0,0,18230,353.7961998,7295.835318
18231,4c07d11e-3c1f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2117,268096,Mansion House A,268096018,268096018,A268096018,0,0,18231,481.3289344,11414.86818
18232,4c07d11e-3c20-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2147,268143,South Dock,268143019,268143019,A268143019,0,0,18232,326.1328254,4303.135644
18233,4c07d11e-3bbf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GC,Galway City,26019,68018,Salthill,68018008,68018008,A068018008,0,0,18233,255.8100407,2219.668657
18234,4c07d11e-2bcd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5034,267064,Dalkey-Coliemore,267064006,267064006,A267064006,0,0,18234,1745.583221,107261.1096
18235,4c07d11e-3bc0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3039,267147,Tallaght-Springfield,267147003,267147003,A267147003,0,0,18235,289.1874318,3835.723192
18236,4c07d11e-3bc1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,SD,South Dublin,3039,267147,Tallaght-Springfield,267147004,267147004,A267147004,0,0,18236,224.5253573,1705.447255
18237,4c07d11e-3bc2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2157,268153,Ushers F,268153005,268153005,A268153005,0,0,18237,302.5823771,5690.774764
18238,4c07d11e-3bc3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2146,268142,St. Kevin's,268142012,268142012,A268142012,0,0,18238,290.876754,4949.939152
18239,4c07d11e-3bc4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2161,268161,Wood Quay A,268161012,268161012,A268161012,0,0,18239,263.3515209,3025.00661
18240,4c07d11e-3bc5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2153,268149,Ushers B,268149004,268149004,A268149004,0,0,18240,228.4579165,643.4667572
18241,4c07d11e-3bc6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2120,268099,Merchants Quay B,268099012,268099012,A268099012,0,0,18241,236.7831585,3171.758515
18242,4c07d11e-3bc7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2144,268140,Royal Exchange A,268140001,268140001,A268140001,0,0,18242,174.5700493,1118.438732
18243,4c07d11e-3bd7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2161,268161,Wood Quay A,268161008,268161008,A268161008,0,0,18243,278.6021449,3697.006018
18244,4c07d11e-3bd8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092016,267092016/01,A267092016,0,2,18244,148.5138049,773.1358145
18245,4c07d11e-3a73-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104008,267104008,A267104008,0,0,18245,691.6177862,21072.9516
18246,4c07d11e-3a74-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4028,267104,Lusk,267104007,267104007,A267104007,0,0,18246,1112.582054,69419.7163
18247,4c07d11e-3aee-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13089,237079,Mullingar Rural,237079002,237079002,A237079002,0,0,18247,887.5466097,45923.30195
18248,4c07d11e-3bac-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002014,267002014,A267002014,0,0,18248,574.6514626,20666.65028
18249,4c07d11e-3bad-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4003,267003,Balbriggan Urban,267003010,267003010,A267003010,0,0,18249,274.3831295,3355.542468
18250,4c07d11e-3bae-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17029,48030,Gillabbey C,48030004,048030004/03,A048030004,0,2,18250,220.9979445,1250.848578
18251,4c07d11e-3baf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17015,48015,Centre B,48015004,48015004,A048015004,0,0,18251,217.3096029,1874.989781
18252,4c07d11e-3bbd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,LK,Limerick City and County,20014,128014,Dock A,128014001,128014001,A128014001,0,0,18252,176.6168954,1052.384719
18253,4c07d11e-3bbe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,LK,Limerick City and County,20013,128013,Custom House,128013002,128013002,A128013002,0,0,18253,295.1478059,4984.698707
18254,4c07d11e-3aa1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002027,267002027,A267002027,0,0,18254,888.6955929,48150.73455
18255,4c07d11e-3c10-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2088,268138,Rotunda A,268138004,268138004,A268138004,0,0,18255,337.1810128,6130.0561
18256,4c07d11e-3c11-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2088,268138,Rotunda A,268138003,268138003,A268138003,0,0,18256,266.1466859,3864.615918
18257,4c07d11e-3b59-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2060,268072,Grange B,268072012,268072012,A268072012,0,0,18257,396.1733103,7217.288729
18258,4c07d11e-3b5a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2060,268072,Grange B,268072010,268072010,A268072010,0,0,18258,455.8423768,9902.595489
18259,4c07d11e-3b72-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5006,267007,Ballinteer-Woodpark,267007007,267007007,A267007007,0,0,18259,545.7218833,17656.21176
18260,4c07d11e-3b73-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5039,267080,Dundrum-Sandyford,267080026,267080026,A267080026,0,0,18260,441.2519822,8663.109321
18261,4c07d11e-3b84-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092016,267092016/02,A267092016,0,2,18261,341.0907832,5760.78572
18262,4c07d11e-3b85-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092018,267092018,A267092018,0,0,18262,359.8286716,6692.023932
18263,4c07d11e-3b86-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5057,267092,Glencullen,267092041,267092041,A267092041,0,0,18263,264.094244,2048.786288
18264,4c07d11e-3acf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4031,267110,Portmarnock North,267110010,267110010,A267110010,0,0,18264,1019.972291,61294.88279
18265,4c07d11e-3ad0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4031,267110,Portmarnock North,267110001,267110001,A267110001,0,0,18265,779.690992,24011.72412
18266,4c07d11e-3c6d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2004,268004,Arran Quay D,268004011,268004011,A268004011,0,0,18266,341.4394785,6805.110233
18267,4c07d11e-3c6e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2004,268004,Arran Quay D,268004016/268004017,268004016/268004017,A268004016/268004017,0,0,18267,412.0773375,8802.347703
18268,4c07d11e-3c77-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2032,268032,Cabra East C,268032017,268032017,A268032017,0,0,18268,452.2132179,11396.53833
18269,4c07d11e-3c45-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2074,268105,Mountjoy B,268105006,268105006,A268105006,0,0,18269,522.464253,14620.7595
18270,4c07d11e-3c46-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2010,268010,Ballybough B,268010007,268010007,A268010007,0,0,18270,278.4638407,3350.163296
18271,4c07d11e-3c47-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2066,268080,Inns Quay A,268080008,268080008,A268080008,0,0,18271,310.6430919,5147.79817
18272,4c07d11e-3c48-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2066,268080,Inns Quay A,268080001,268080001,A268080001,0,0,18272,212.6385838,2102.204094
18273,4c07d11e-3abb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4002,267002,Balbriggan Rural,267002004,267002004,A267002004,0,0,18273,651.1079806,18484.51555
18274,4c07d11e-3ae1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28015,117015,Carrick-on-Shannon,117015004,117015004,A117015004,0,0,18274,910.4651683,30012.08319
18275,4c07d11e-3ae2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28015,117015,Carrick-on-Shannon,117015019,117015019,A117015019,0,0,18275,668.0909483,25581.47488
18276,4c07d11e-3aed-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28001,117009,Ballinamore,117009006,117009006,A117009006,0,0,18276,758.541587,34059.84477
18277,4c07d11e-37e7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132022,267132022,A267132022,0,0,18277,1142.796533,83700.00678
18278,4c07d11e-3bc8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2140,268134,Rathmines West C,268134007,268134007,A268134007,0,0,18278,442.1652847,11848.73147
18279,4c07d11e-3bc9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2135,268129,Rathmines East B,268129008,268129008,A268129008,0,0,18279,389.6838455,8896.502101
18280,4c07d11e-3bca-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2135,268129,Rathmines East B,268129012/268129013,268129012,A268129012/268129013,0,2,18280,291.7860179,1631.209524
18281,4c07d11e-3b5b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2060,268072,Grange B,268072011,268072011,A268072011,0,0,18281,357.6241018,7368.190789
18282,4c07d11e-3b5c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4024,267095,Howth,267095029,267095029,A267095029,0,0,18282,533.6001389,17738.59921
18283,4c07d11e-3b65-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4036,267132,Swords-Forrest,267132007,267132007,A267132007,0,0,18283,531.1424078,15358.28532
18284,4c07d11e-3c78-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2036,268036,Cabra West D,268036009,268036009,A268036009,0,0,18284,1473.881288,73842.9229
18285,4c07d11e-3c79-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2036,268036,Cabra West D,268036008,268036008,A268036008,0,0,18285,418.697328,10316.54203
18286,4c07d11e-3c7a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2003,268003,Arran Quay C,268003019,268003019,A268003019,0,0,18286,256.3414704,2564.996902
18287,4c07d11e-3c7b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2003,268003,Arran Quay C,268003008,268003008,A268003008,0,0,18287,330.0916482,6335.67609
18288,4c07d11e-3c7c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2003,268003,Arran Quay C,268003017,268003017,A268003017,0,0,18288,386.0564887,5861.421444
18289,4c07d11e-3c73-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2087,268126,Raheny-St. Assam,268126007,268126007,A268126007,0,0,18289,301.0248362,5537.373114
18290,4c07d11e-3c74-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2090,268157,Whitehall A,268157009/01,268157009/03,A268157009/01,0,2,18290,219.1597136,1671.47062
18291,4c07d11e-3c75-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2090,268157,Whitehall A,268157009/01,268157009/01,A268157009/01,0,2,18291,396.1852379,7042.821796
18292,4c07d11e-3c76-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2023,268023,Beaumont C,268023011,268023011,A268023011,0,0,18292,367.8230907,4640.578381
18293,4c07d11e-3ad3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,LD,Longford,9051,137045,Longford Rural,137045015,137045015,A137045015,0,0,18293,930.2027441,28191.3473
18294,4c07d11e-3ad4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,LD,Longford,9030,137029,Meathas Truim,137029004,137029004,A137029004,0,0,18294,945.5257322,47122.22618
18295,4c07d11e-3b12-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13090,237106,Mullingar North Urban,237106017,237106017,A237106017,0,0,18295,850.1553497,33088.93914
18296,4c07d11e-3b13-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13091,237080,Mullingar South Urban,237080014,237080014,A237080014,0,0,18296,855.5264594,29576.7283
18297,4c07d11e-3c54-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2009,268009,Ballybough A,268009009,268009009,A268009009,0,0,18297,407.5886556,7966.205441
18298,4c07d11e-3c55-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2009,268009,Ballybough A,268009006,268009006,A268009006,0,0,18298,366.4187957,5945.072448
18299,4c07d11e-3c56-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2077,268108,North Dock B,268108020,268108020,A268108020,0,0,18299,516.0307599,9946.536367
18300,4c07d11e-3c60-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2077,268108,North Dock B,268108022,268108022,A268108022,0,0,18300,566.0450824,18830.51654
18301,4c07d11e-3c61-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2077,268108,North Dock B,268108010,268108010,A268108010,0,0,18301,319.2643279,6290.837882
18302,4c07d11e-3c62-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2077,268108,North Dock B,268108008/02,268108008/03,A268108008/02,0,2,18302,288.9946373,3893.353757
18303,4c07d11e-3c63-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2028,268028,Botanic B,268028011,268028011,A268028011,0,0,18303,437.9069164,11859.19393
18304,4c07d11e-3b66-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4026,267099,Kinsaley,267099004,267099004,A267099004,0,0,18304,502.2326823,9741.32859
18305,4c07d11e-3b67-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4026,267099,Kinsaley,267099029,267099029,A267099029,0,0,18305,543.3053479,15702.12642
18306,4c07d11e-3c12-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2088,268138,Rotunda A,268138002,268138002/02,A268138002,0,2,18306,299.8778465,5554.798903
18307,4c07d11e-3c13-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2088,268138,Rotunda A,268138017,268138017,A268138017,0,0,18307,297.335656,4032.731503
18308,4c07d11e-3bcb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2135,268129,Rathmines East B,268129009,268129009,A268129009,0,0,18308,437.2198166,10075.68375
18309,4c07d11e-3bcc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2139,268133,Rathmines West B,268133001,268133001,A268133001,0,0,18309,314.4760228,6143.310104
18310,4c07d11e-3bcd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2139,268133,Rathmines West B,268133003,268133003,A268133003,0,0,18310,463.3785266,11475.58968
18311,4c07d11e-3bce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2139,268133,Rathmines West B,268133007,268133007,A268133007,0,0,18311,478.8264383,10448.49523
