OBJECTID_1,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,SHAPE_Length,SHAPE_Area
123,4c07d11d-f6d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18058,47065,Cahermore,47065001,47065001,A047065001,0,0,123,15174.49351,10797355.14
124,4c07d11d-f6d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18298,47137,Dromdaleague South,47137001,47137001,A047137001,0,0,124,23274.31299,17085030.49
125,4c07d11d-f6d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18296,47133,Drinagh,47133001,47133001,A047133001,0,0,125,20462.69414,14110935.93
126,4c07d11d-f6d5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18297,47138,Dromdaleague North,47138001,47138001,A047138001,0,0,126,24155.48156,24741129.48
127,4c07d11d-f3da-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18233,47217,Kilshannig,47217002,47217002,A047217002,0,0,127,31688.49306,18497954.01
128,4c07d11d-f3db-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18230,47140,Dromore,47140004,47140004,A047140004,0,0,128,18662.85841,11639194.03
129,4c07d11d-f3dc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18233,47217,Kilshannig,47217003,47217003,A047217003,0,0,129,18237.18857,10639495.28
130,4c07d11d-f3dd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18153,47085,Castlemagner,47085001,47085001,A047085001,0,0,130,18171.44619,14369286.34
131,4c07d11d-f3de-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18172,47280,Roskeen,47280002,47280002,A047280002,0,0,131,17969.1217,11270116.75
132,4c07d11d-f3df-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18222,47022,Ballyclogh,47022002,47022002,A047022002,0,0,132,14722.59106,7362921.83
133,4c07d11d-f3e0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18235,47245,Mallow Rural,47245001,47245001,A047245001,0,0,133,15329.85936,7642299.779
134,4c07d11d-f3e1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18223,47037,Ballynamona,47037003,47037003,A047037003,0,0,134,15590.02729,9660677.909
135,4c07d11d-f3e2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18238,47273,Rahan,47273001,47273001,A047273001,0,0,135,15573.0683,12217009.47
136,4c07d11d-f3e3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18124,47070,Carrig,47070001,47070001,A047070001,0,0,136,19048.44363,18145884.91
137,4c07d11d-f3e4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18237,47260,Monanimy,47260001,47260001,A047260001,0,0,137,27320.83716,26336215.16
138,4c07d11d-f3e5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18238,47273,Rahan,47273003,47273003,A047273003,0,0,138,15000.15343,12419363.29
139,4c07d11d-f3e6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18226,47069,Carrig,47069001,47069001,A047069001,0,0,139,18382.6882,12210673.72
140,4c07d11d-f3e7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18228,47093,Clenor,47093001,47093001,A047093001,0,0,140,30191.76454,20508216.42
141,4c07d11d-f3e8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18137,47194,Kilcummer,47194001,47194001,A047194001,0,0,141,28709.96625,23719164.97
142,4c07d11d-f3e9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18122,47030,Ballyhooly,47030001,47030001,A047030001,0,0,142,21220.64277,14245743.27
143,4c07d11d-f3ea-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18128,47087,Castletownroche,47087003,47087003,A047087003,0,0,143,19025.9404,14149124.87
144,4c07d11d-f3eb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18163,47184,Kilbrin,47184001,47184001,A047184001,0,0,144,25149.12099,18177246.78
145,4c07d11d-f3ec-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18152,47081,Castlecor,47081001,47081001,A047081001,0,0,145,22505.77041,13139848.72
146,4c07d11d-f429-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18166,47233,Knocktemple,47233002,47233002,A047233002,0,0,146,23418.18474,14386910.12
147,4c07d11d-f42a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18234,47238,Liscarroll,47238002,47238002,A047238002,0,0,147,24015.15385,15271408.04
148,4c07d11d-f42b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18244,47305,Templemary,47305001,47305001,A047305001,0,0,148,27280.46002,18323416.59
149,4c07d11d-f42c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18224,47060,Buttevant,47060002,47060002,A047060002,0,0,149,20424.02767,9926792.583
150,4c07d11d-f42d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18227,47091,Churchtown,47091001,47091001,A047091001,0,0,150,24981.18935,15362612.14
151,4c07d11d-f42e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18224,47060,Buttevant,47060003,47060003,A047060003,0,0,151,17683.65696,8396138.783
152,4c07d11d-f42f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18145,47009,Allow,47009002,47009002,A047009002,0,0,152,15846.84247,11660623.78
153,4c07d11d-f430-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18158,47139,Dromina,47139001,47139001,A047139001,0,0,153,22505.2675,15655957.51
154,4c07d11d-f431-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18227,47091,Churchtown,47091002,47091002,A047091002,0,0,154,32666.66956,23543628.38
155,4c07d11d-f432-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18236,47257,Milltown,47257001,47257001,A047257001,0,0,155,19246.23183,12122247.71
156,4c07d11d-f433-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18242,47297,Springfort,47297002,47297002,A047297002,0,0,156,26197.40898,13204433.94
157,4c07d11d-f434-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18245,47316,Wallstown,47316001,47316001,A047316001,0,0,157,28353.38601,16088936.5
158,4c07d11d-f435-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18240,47288,Shanballymore,47288001,47288001,A047288001,0,0,158,22848.40105,11636943.52
159,4c07d11d-f721-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18068,47212,Kilnagross,47212002,47212002,A047212002,0,0,159,17665.1878,7164467.725
160,4c07d11d-f722-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18057,47059,Butlerstown,047059001/047059002/047059003,047059001/047059002/047059003,A047059001/047059002/047059003,0,0,160,25104.05887,10051322.67
161,4c07d11d-f723-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18054,47001,Abbeymahon,47001003,47001003,A047001003,0,0,161,16235.28514,7322470.214
162,4c07d11d-f724-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18057,47059,Butlerstown,47059004,47059004,A047059004,0,0,162,22428.57267,7420058.572
163,4c07d11d-f725-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18054,47001,Abbeymahon,47001002,47001002,A047001002,0,0,163,16995.7927,6747516.834
164,4c07d11d-f726-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18184,47112,Coolmain,47112001,47112001,A047112001,0,0,164,21420.78739,12943083.13
165,4c07d11d-f727-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18020,47078,Cashel,47078001,47078001,A047078001,0,0,165,25574.85254,15135406.88
166,4c07d11d-f728-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18024,47186,Kilbrogan,47186001,47186001,A047186001,0,0,166,16083.02772,8913360.476
167,4c07d11d-f729-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18024,47186,Kilbrogan,47186006,47186006,A047186006,0,0,167,19206.8258,7884106.642
168,4c07d11d-f72a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18024,47186,Kilbrogan,47186005,47186005,A047186005,0,0,168,14605.38144,7260224.842
169,4c07d11d-f72b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18189,47221,Kinsale Rural,47221002,47221002,A047221002,0,0,169,14034.00106,7434294.868
170,4c07d11d-f72c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18190,47223,Kinure,047223001/047223002,047223001/047223002,A047223001/047223002,0,0,170,21315.87326,10352119.9
171,4c07d11d-f72d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18194,47269,Nohaval,47269001,47269001,A047269001,0,0,171,17705.6198,8898727.173
172,4c07d11d-f72e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18182,47032,Ballymartle,47032001,47032001,A047032001,0,0,172,20819.36718,10207296.11
173,4c07d11d-f72f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18179,47025,Ballyfeard,47025001,47025001,A047025001,0,0,173,20092.79453,13918214.49
174,4c07d11d-f730-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19013,77060,Doire Fhíonáin,77060004,77060004,A077060004,0,0,174,25758.00011,16221663.35
175,4c07d11d-f731-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19008,77036,Cathair Dónall,077036001/077036003,077036001/077036003,A077036001/077036003,0,0,175,15698.03729,9669363.582
176,4c07d11d-f732-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19006,77013,An Baile Breac,77013001,77013001,A077013001,0,0,176,33551.56855,32254386.55
177,4c07d11d-f733-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19015,77075,An tImleach,77075001,77075001,A077075001,0,0,177,18442.32443,13817875.43
178,4c07d11d-f772-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19019,77131,Loch Luíoch,77131001,77131001,A077131001,0,0,178,28781.84941,26668445.61
179,4c07d11d-f773-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19007,77035,Caher,77035004,77035004,A077035004,0,0,179,29754.45188,21473736.59
180,4c07d11d-f774-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19010,77045,Castlequin,77045004,77045004,A077045004,0,0,180,25968.96753,29747645.78
181,4c07d11d-f775-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19017,77105,Killinane,77105001,77105001,A077105001,0,0,181,33085.12519,40282594.97
182,4c07d11d-f776-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19014/19011,077064/077050,Doire Ianna / Cloon,77050001,77050001,A077050001,0,0,182,38677.85802,30436122.59
183,4c07d11d-f777-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19018,77124,Lickeen,77124001,77124001,A077124001,0,0,183,26902.18924,34827018.96
184,4c07d11d-f778-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19016,77078,Glanbehy,77078002,77078002,A077078002,0,0,184,29876.26454,21835638.9
185,4c07d11d-f779-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19016,77078,Glanbehy,077078007/077078008,077078007/077078008,A077078007/077078008,0,0,185,34029.86816,23077403.13
186,4c07d11d-f77a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19012,77057,Curraghbeg,77057001,77057001,A077057001,0,0,186,30066.49682,36051105.72
187,4c07d11d-f77b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19021,77134,Maum,77134001,77134001,A077134001,0,0,187,38542.90501,40910696.21
188,4c07d11d-f77c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19046,77006,Ardea,77006001,77006001,A077006001,0,0,188,18792.78598,13570550.98
189,4c07d11d-f77d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19050,77061,Dawros,77061004,77061004,A077061004,0,0,189,28556.46576,26038712.07
190,4c07d11d-f77e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19050,77061,Dawros,077061001/077061003,077061001/077061003,A077061001/077061003,0,0,190,21752.17139,10745222.43
191,4c07d11d-f77f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19051,77070,Dromore,077070002/077070003,077070002/077070003,A077070002/077070003,0,0,191,24060.21143,15858717.85
192,4c07d11d-f780-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19048,77038,Cappagh,77038002,77038002,A077038002,0,0,192,18260.52196,9469126.71
193,4c07d11d-f781-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18032,47008,Ahil,47008001,47008001,A047008001,0,0,193,33477.32419,56553454.75
194,4c07d11d-f782-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19053,77080,Glanlough,77080001,77080001,A077080001,0,0,194,36996.71232,42015841.06
195,4c07d11d-f783-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19057,77097,Kilgarvan,77097004,77097004,A077097004,0,0,195,15769.11453,8406157.01
196,4c07d11d-f784-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19052,77079,Glanlee,77079001,77079001,A077079001,0,0,196,55692.55066,61617542.5
197,4c07d11d-f785-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19056,77089,Kenmare,77089010,77089010,A077089010,0,0,197,24057.59253,21287536.41
198,4c07d11d-f786-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19071,77058,Curraghmore,77058001,77058001,A077058001,0,0,198,46895.64276,38266862.61
199,4c07d11d-f787-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19071,77058,Curraghmore,77058002,77058002,A077058002,0,0,199,18348.72719,14317639.78
200,4c07d11d-f788-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19075,77072,Dunloe,77072001,77072001,A077072001,0,0,200,43545.3008,33194948.74
201,4c07d11d-f789-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19067,77047,Churchtown,77047001,77047001,A077047001,0,0,201,33581.77174,18707615.36
202,4c07d11d-f78a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19057,77097,Kilgarvan,77097002,77097002,A077097002,0,0,202,21907.49267,16643873.1
203,4c07d11d-f78b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19082,77101,Killarney Rural,77101002,77101002,A077101002,0,0,203,21746.76625,13692158.19
204,4c07d11d-f78c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19069,77053,Coolies,77053001,77053001,A077053001,0,0,204,22409.03075,22998178.25
205,4c07d11d-f78d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19065,77033,Brewsterfield,77033003,77033003,A077033003,0,0,205,26374.9638,21215684.29
206,4c07d11d-f78e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19043,77137,An Mhin Aird,77137001,77137001,A077137001,0,0,206,22142.45663,10748203.79
207,4c07d11d-f78f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19036,77082,Na Gleannta,77082009,77082009,A077082009,0,0,207,18321.13462,14358438.87
208,4c07d11d-f790-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19040,77116,Cinn Aird,77116002,77116002,A077116002,0,0,208,21896.28416,11829942.81
209,4c07d11d-f7d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19040,77116,Cinn Aird,77116001,77116001,A077116001,0,0,209,20428.62902,17063045.86
210,4c07d11d-f7d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19043,77137,An Mhin Aird,77137002,77137002,A077137002,0,0,210,20041.95311,14040910.76
211,4c07d11d-f7d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19028,77022,Ballynacourty,77022001,77022001,A077022001,0,0,211,17640.63066,11632121.29
212,4c07d11d-f7d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19026,77012,Ballinvoher,77012003,77012003,A077012003,0,0,212,17827.61635,7745768.324
213,4c07d11d-f4cc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18165,47225,Knockatooan,47225002,47225002,A047225002,0,0,213,27449.22637,18655664.36
214,4c07d11d-f4cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18231,47174,Imphrick,47174001,47174001,A047174001,0,0,214,32276.75593,23813455.82
215,4c07d11d-f4ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CK,Cork County,18241,47292,Skahanagh,47292001,47292001,A047292001,0,0,215,25124.98948,23560910.52
216,4c07d11d-f4cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16093,37098,Kilrush Rural,37098001,37098001,A037098001,0,0,216,39757.7527,39465013.61
217,4c07d11d-f4d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16068,37038,Coolmeen,37038001,37038001,A037038001,0,0,217,29004.99129,23012158.74
218,4c07d11d-f4d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16071,37079,Killadysert,37079001,37079001,A037079001,0,0,218,52735.38317,55298618.11
219,4c07d11d-f4d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16069,37071,Kilchreest,37071001,37071001,A037071001,0,0,219,24024.16887,10655254.73
220,4c07d11d-f4d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27053,67110,Árainn,067110001/067110002,067110001/067110002,A067110001/067110002,0,0,220,28367.03511,15266624.92
221,4c07d11d-f4d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27035,67186,Abhainn Ghabhla,067186001/067186003/067186004,067186001/067186003/067186004,A067186001/067186003/067186004,0,0,221,53508.78749,29216143.99
222,4c07d11d-f4d5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27061,67197,Sailearna,67197001,67197001,A067197001,0,0,222,49866.11403,54219457.38
223,4c07d11d-f5c9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28007/28011,117049/117076,Greaghglass / Stralongford,117049001/117076001,117049001/117076001,A117049001/117076001,0,0,223,30753.67385,37822969.08
224,4c07d11d-f5ca-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28017/28016,117034/117031,Drumreilly West / Drumreilly East,117031001/117034001,117031001/117034001,A117031001/117034001,0,0,224,32300.06202,46969454.14
225,4c07d11d-f5cb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32025/32028,027075/027088,Pedara Vohers / Tircahan,027075001/027088001,027075001/027088001,A027075001/027088001,0,0,225,40761.02107,30277461.22
226,4c07d11d-f5cc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28030,117050,Gubacreeny,117050003,117050003,A117050003,0,0,226,26620.01258,17239165.66
227,4c07d11d-f5cd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33009,57031,Cavangarden,57031001,57031001,A057031001,0,0,227,30032.79358,19445046.4
228,4c07d11d-f5ce-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32079,27091,Tullyvin West,27091001,27091001,A027091001,0,0,228,26677.90517,17136397.2
229,4c07d11d-f5cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33012,57014,An Bhinn Bhán,57014001,57014001,A057014001,0,0,229,38827.62457,46764759.04
230,4c07d11d-f5d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33023,57110,Loch Iascaigh,57110001,57110001,A057110001,0,0,230,47405.10715,53078635.33
231,4c07d11d-f5d1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33053,57083,An Ghrafaidh,57083001,57083001,A057083001,0,0,231,47019.44875,81251605.86
232,4c07d11d-f5d2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33027,57140,Templecarn,57140001,57140001,A057140001,0,0,232,53561.37718,79855098.93
233,4c07d11d-f5d3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33024,57126,Pettigoe,57126001,57126001,A057126001,0,0,233,38385.19814,48867615.95
234,4c07d11d-f5d4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33022,57104,Laghy,57104003,57104003,A057104003,0,0,234,38847.14031,35265060.45
235,4c07d11d-f614-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33028,57146,Tullynaught,57146003,57146003,A057146003,0,0,235,23740.10639,23337009.77
236,4c07d11d-f615-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33014,57036,Clogher,57036001,57036001,A057036001,0,0,236,25511.15618,22425809.76
237,4c07d11d-f616-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33129,57001,Allt na Péiste,57001001,57001001,A057001001,0,0,237,39462.3071,48306355.07
